price,number_of_reviews,latitude,longitude,room_type,minimum_nights,availability_365,review_scores_rating,license,neighbourhood_cleansed,calculated_host_listings_count,bedrooms,name,number_of_reviews_ltm,host_is_superhost,estimated_occupancy_l365d,estimated_revenue_l365d,has_license
39.0,2,42.31343,-71.0935,Private room,150,365,5.0,none,Roxbury,31,2.0,"Renovated House, Sunny & Clean room, New Window AC",0,f,0,0.0,0
270.0,439,42.3798,-71.0347,Entire home/apt,1,304,4.89,STR-398048,East Boston,3,3.0,Country Style.Boston Logan Airport & Train 3 bed.,46,t,255,68850.0,1
50.0,1,42.38832,-71.00145,Private room,91,365,5.0,none,East Boston,4,1.0,Logan Intl Airport - Boston II,0,f,0,0.0,0
215.0,136,42.35956,-71.07184,Entire home/apt,1,174,4.6,Exempt: This listing is a hotel or motel,Beacon Hill,57,1.0,"Beacon Hill, J. Miller Flats - Studio Flat #9",11,f,66,14190.0,1
225.0,202,42.36645,-71.0298,Entire home/apt,4,116,4.95,STR-590827,East Boston,1,3.0,Family Home + Near Downtown + Cool Backyard!,39,t,255,57375.0,1
289.0,204,42.35161,-71.06457,Entire home/apt,29,323,4.81,Exempt: This listing is a unit used for furnished institutional or business stays,Downtown,3,1.0,T Downtown - Boston Common (longterm5),0,t,0,0.0,1
154.0,162,42.33209,-71.1015,Private room,2,252,4.76,STR-434886,Mission Hill,4,1.0,Large clean private room close to downtown,17,t,102,15708.0,1
77.0,44,42.27971662193148,-71.16043239547865,Private room,5,355,4.95,STR-520919,West Roxbury,5,1.0,Boston step a train&bus  beautiful house,10,t,100,7700.0,1
114.0,122,42.29031,-71.06681,Entire home/apt,29,88,4.7,Exempt: This listing is a unit used for furnished institutional or business stays,Dorchester,2,2.0,Classic New England apartment on MBTA Red line,5,t,255,29070.0,1
130.0,146,42.35397,-71.16775,Private room,1,355,4.82,STR-453972,Brighton,6,1.0,The Sanctuary Room at TPH - Boston,10,t,60,7800.0,1
101.0,143,42.31387,-71.10864,Entire home/apt,2,26,4.95,str-460147,Jamaica Plain,2,0.0,Quirky studio in Jamaica Plain,24,t,144,14544.0,1
160.0,216,42.3494,-71.09566,Entire home/apt,29,346,4.68,STR-521905,Fenway,20,1.0,"Free Parking at 1 Bed Basement Apt, Near BU & MIT",1,f,58,9280.0,1
185.0,97,42.34633,-71.10317,Entire home/apt,30,363,4.99,none,Fenway,4,0.0,Gorgeous Audubon Circle Studios (1),1,t,60,11100.0,0
177.0,49,42.35145,-71.06461,Entire home/apt,91,172,4.27,none,Downtown,3,0.0,COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON,0,t,0,0.0,0
71.0,826,42.38138,-71.02312,Private room,1,127,4.88,STR-398249,East Boston,6,1.0,Shelly's Bunk Room,110,t,255,18105.0,1
615.0,173,42.33016,-71.09527,Entire home/apt,3,98,4.9,STR-446660,Roxbury,5,4.0,*Modern City Triplex!! *Close to Center,8,t,48,29520.0,1
143.0,29,42.34728,-71.07585,Entire home/apt,29,73,4.86,none,Back Bay,1,0.0,"Cozy, Bright Studio in Back Bay/South End",1,f,58,8294.0,0
184.0,96,42.35095,-71.09009,Entire home/apt,3,219,4.89,STR-447567,Fenway,2,0.0,Back Bay Apartment near MIT and Newbury Street,31,t,186,34224.0,1
379.0,104,42.31947,-71.05538,Entire home/apt,2,17,4.82,STR-422449,Dorchester,1,2.0,Beautiful condo with city benefits,17,t,102,38658.0,1
350.0,140,42.34631,-71.07188,Entire home/apt,3,153,4.99,STR-595164,South End,1,1.0,Great South End / Back Bay location! 1 bed condo,28,f,168,58800.0,1
153.0,177,42.30427,-71.06056,Entire home/apt,1,144,4.88,STR-420486,Dorchester,2,3.0,"Bright and Spacious 3 BedR., 1 bath",29,t,174,26622.0,1
67.0,42,42.3077,-71.06489,Private room,30,120,4.69,none,Dorchester,5,1.0,"#205 Boston Private Room 双床 ( females, or couple)",1,f,60,4020.0,0
137.0,83,42.31808,-71.10706,Entire home/apt,29,238,4.99,none,Jamaica Plain,2,1.0,EXTENDED STAY. VERY QUIET. SPACIOUS. NEXT TO TRAIN,5,t,255,34935.0,0
80.0,19,42.26724,-71.10521,Private room,91,179,4.26,STR-415873,Hyde Park,2,2.0,Your Other Home in a Different Town,0,f,0,0.0,1
70.0,734,42.38138,-71.02312,Private room,1,124,4.83,STR-398249,East Boston,6,1.0,Shelly's Eclectic Room,141,t,255,17850.0,1
86.0,53,42.2765,-71.07733,Private room,1,78,4.75,STR-415974,Mattapan,6,1.0,Friendly family single room,0,f,0,0.0,1
100.0,136,42.27975,-71.12545,Private room,1,317,4.87,STR-528093,Roslindale,1,1.0,Comfort and convenience in a Victorian home,24,t,144,14400.0,1
598.0,76,42.30945,-71.06212,Entire home/apt,2,316,4.72,STR-413525,Dorchester,7,5.0,Chic Retreat min2 Downtown Backyard FreePrkg,3,f,18,10764.0,1
75.0,301,42.31016,-71.05332,Private room,1,239,4.93,STR-383474,Dorchester,4,1.0,Lower level private room and bath in Savin Hill,48,t,255,19125.0,1
90.0,3,42.36657,-71.03562,Entire home/apt,29,13,5.0,STR-539299,East Boston,1,2.0,Cozy 2-bedroom condo in East Boston,1,f,58,5220.0,1
75.0,71,42.2721,-71.1081,Private room,2,364,4.79,STR-484028,Hyde Park,2,1.0,Nice  Room. Walking distance to new train Station,5,t,30,2250.0,1
109.0,224,42.30615,-71.11674,Entire home/apt,3,149,4.92,STR-383301,Jamaica Plain,1,0.0,Ann and Esther's Cozy Studio near the Heart of JP,24,t,144,15696.0,1
158.0,129,42.34737,-71.1033,Entire home/apt,30,270,4.97,none,Fenway,4,2.0,Gorgeous Audubon Circle Studios (2),5,t,255,40290.0,0
282.0,404,42.34132,-71.08615,Entire home/apt,2,234,4.95,STR-409563,Fenway,1,1.0,Symphony Place,75,t,255,71910.0,1
166.0,108,42.33041,-71.09317,Entire home/apt,30,340,4.68,Exempt: This listing is a unit used for furnished institutional or business stays,Roxbury,2,3.0,"Stylish, Comfortable Luxury | Near T",23,t,255,42330.0,1
223.0,428,42.35872,-71.1423,Entire home/apt,2,120,4.86,STR-413796,Brighton,3,3.0,3 Bedroom Apartment with Parking,38,t,228,50844.0,1
249.0,124,42.35092,-71.09394,Entire home/apt,9,341,4.57,STR-521905,Fenway,20,2.0,Free Parking 2 Bed 1 Bath Steps from BU/Kenmore,1,f,18,4482.0,1
100.0,64,42.27782,-71.13332,Private room,2,363,4.75,STR-401632,Roslindale,2,1.0,Escape Noisy Boston in Modern/Bright PrivateRoom,4,f,24,2400.0,1
76.0,67,42.27076,-71.10598,Private room,2,365,4.64,STR-484028,Hyde Park,2,1.0,Private room.  Very close to new train Station,12,t,72,5472.0,1
74.0,45,42.3595,-71.12947,Private room,91,291,4.76,none,Allston,3,1.0,Single room,0,f,0,0.0,0
74.0,40,42.35958,-71.13128,Private room,91,365,4.4,none,Allston,3,0.0,Single room,0,f,0,0.0,0
119.0,19,42.31139,-71.05494,Entire home/apt,31,87,4.63,none,Dorchester,1,4.0,Minutes to Downtown Boston,1,t,62,7378.0,0
50.0,10,42.30429,-71.07436,Private room,30,339,4.9,none,Dorchester,27,1.0,Near the Red & Commuter T lines!,3,f,180,9000.0,0
50.0,10,42.29097,-71.06516,Private room,30,361,4.4,none,Dorchester,27,1.0,Quick Steps to the Red Line!,1,f,60,3000.0,0
262.0,456,42.34971,-71.06862,Entire home/apt,2,116,4.82,STR-408041,Bay Village,1,1.0,Private Deck! Parking for Rent. Heart of Boston.,67,t,255,66810.0,1
189.0,506,42.33451,-71.02731,Entire home/apt,2,201,4.97,STR-398624,South Boston,3,0.0,History BCEC Cruise Beach Pvt Bath/Entry King Bed,56,t,255,48195.0,1
134.0,471,42.34745,-71.14036,Entire home/apt,1,326,4.5,STR-446839,Allston,1,1.0,Boston/Brookline Private 1 BR/Bath w/ Free Parking,62,f,255,34170.0,1
366.0,243,42.3440581,-71.0700076,Entire home/apt,3,282,4.99,STR-545132,South End,2,1.0,Astonishing 1 Bed South End Boston's Best Location,28,t,168,61488.0,1
190.0,64,42.35748,-71.06156,Entire home/apt,29,232,4.97,none,Downtown,1,1.0,Beacon Hill Designer Suite with Roof deck,6,t,255,48450.0,0
120.0,3,42.34651,-71.0899,Entire home/apt,32,295,5.0,none,Fenway,8,0.0,LUXURY BACK BAY STUDIO NEAR BERKLEY & Northeastern,1,f,64,7680.0,0
130.0,2,42.36048,-71.06898,Entire home/apt,32,323,4.0,none,Beacon Hill,8,0.0,"APRIL- Discounted-Beacon Hill-walk to MGH, subway.",0,f,0,0.0,0
127.0,43,42.33623,-71.05418,Entire home/apt,91,90,4.81,none,South Boston,3,4.0,Minion? *Family*Tourist/Convention/Subway 130-1,0,f,0,0.0,0
43.0,37,42.29093,-71.06551,Private room,91,276,4.51,none,Dorchester,8,2.0,Spacious for Friendly Female Roommates all utility,0,t,0,0.0,0
160.0,183,42.34979,-71.08262,Entire home/apt,1,314,4.63,STR-445401,Back Bay,87,0.0,Newbury St Vibes - The Best of Boston Right Here#9,14,f,84,13440.0,1
70.0,116,42.31977,-71.09202,Private room,30,194,4.96,none,Roxbury,1,1.0,Entire 1-bedroom Apartment Near Downtown/Longwood,3,t,180,12600.0,0
308.0,164,42.34351,-71.15211,Entire home/apt,2,209,4.97,STR-400150,Brighton,1,2.0,"Clean, spacious condo just steps from the MBTA",7,t,42,12936.0,1
202.0,5,42.35144,-71.08725,Entire home/apt,32,308,4.6,none,Back Bay,8,0.0,"Back Bay studio- Close to Northeastern, colleges..",1,f,64,12928.0,0
122.0,70,42.36441,-71.0686,Private room,29,297,4.91,STR-531644,West End,3,1.0,"Private High-Rise, River-View Bedroom by MGH/MEEI",13,t,255,31110.0,1
167.0,287,42.29286,-71.07486,Private room,4,168,4.83,STR-445530,Dorchester,1,2.0,Angela’s Comfy 1BR,12,t,96,16032.0,1
130.0,2,42.35078,-71.08389,Entire home/apt,32,240,4.5,none,Back Bay,8,1.0,BACK BAY ONE BEDROOM ON COMMONWEALTH AVE-MONTHLY,1,f,64,8320.0,0
140.0,1,42.29121,-71.06763,Entire home/apt,30,364,5.0,none,Dorchester,27,3.0,Ideal 3 BDR to stay by the Red Line!,0,f,0,0.0,0
185.0,64,42.31345,-71.05631,Entire home/apt,1,267,4.81,STR-423861,Dorchester,4,2.0,Large apartment for up to 8 ppl/1st floor,20,t,120,22200.0,1
194.0,53,42.31345,-71.05631,Entire home/apt,1,270,4.83,STR-423861,Dorchester,4,2.0,Large apartment for up to 8 ppl/2nd floor,23,t,138,26772.0,1
176.0,80,42.31345,-71.05631,Entire home/apt,1,254,4.85,STR-423861,Dorchester,4,2.0,Large apartment for up to 8 ppl/3rd floor,22,t,132,23232.0,1
1500.0,11,42.34956359863281,-71.08756256103516,Entire home/apt,4,271,5.0,STR-544954,Back Bay,1,4.0,Beautiful Back Bay Duplex rental,1,f,8,12000.0,1
59.0,20,42.38356,-71.07874,Private room,29,91,4.85,none,Charlestown,12,1.0,Comfy room 3 min to T stop-easy access to Boston,2,t,116,6844.0,0
209.0,154,42.3058984,-71.12495179999999,Entire home/apt,3,230,4.92,STR-461050,Jamaica Plain,1,2.0,Now availJamaica Plain & Arboretum 20min toBoston,25,t,150,31350.0,1
119.0,781,42.38041,-71.03189,Private room,1,363,4.9,STR-399362,East Boston,8,1.0,"★ Chic, Clean & Large ★ Professionally Cleaned! ★",99,t,255,30345.0,1
181.0,518,42.33451,-71.02731,Entire home/apt,2,171,4.97,STR-398624,South Boston,3,0.0,Boston King BCEC Beach Cruise- PVT Bath/Entry,67,t,255,46155.0,1
396.0,393,42.33712,-71.03903,Entire home/apt,1,227,4.92,STR-383143,South Boston,2,3.0,"3 BR Private Family Home, S. Boston/Seaport/BCEC",46,t,255,100980.0,1
119.0,821,42.37855,-71.03157,Private room,1,359,4.88,STR-399362,East Boston,8,1.0,"★ Clean, Modern & Bright ★ Great Location ★",95,t,255,30345.0,1
119.0,802,42.37874,-71.03119,Private room,1,350,4.88,STR-399362,East Boston,8,1.0,"★ Spacious, Modern & Comfy★Professionally Cleaned!",116,t,255,30345.0,1
119.0,664,42.38038,-71.02937,Private room,1,362,4.86,STR-399362,East Boston,8,1.0,"★ Bright, Sunny & Clean ★ Professionally Cleaned!",79,t,255,30345.0,1
50.0,2,42.35718,-71.1568,Private room,91,178,5.0,none,Brighton,2,1.0,"Brighton, MA Guesthouse for rent, Unit 1 (2nd Fl)",1,t,182,9100.0,0
200.0,4,42.34291,-71.07848,Entire home/apt,29,363,4.0,STR-423341,South End,8,1.0,The Boston Christopher Grand Studio Suite,0,f,0,0.0,1
150.0,3,42.34291,-71.07848,Entire home/apt,29,347,5.0,STR-423347,South End,8,1.0,The Boston Christopher Grand Studio Suite,0,f,0,0.0,1
64.0,75,42.28497,-71.13567,Private room,2,132,4.99,STR-530774,Roslindale,2,1.0,Comfy Den w/ Bath in Rozzie - females only,33,t,198,12672.0,1
130.0,98,42.34167,-71.07539,Entire home/apt,29,129,4.78,STR-413762,South End,1,0.0,Stunning South End Loft! Walk to Restaurants,0,f,0,0.0,1
208.0,112,42.32044,-71.05603,Entire home/apt,30,314,4.81,Exempt: This listing is a unit used for furnished institutional or business stays,Dorchester,2,3.0,Bright Buttonwood House | near T,0,f,0,0.0,1
107.0,344,42.35872,-71.14229,Entire home/apt,2,179,4.74,STR-413793,Brighton,3,1.0,The Harvard Room conveniently near BC & Harvard,34,t,204,21828.0,1
112.0,370,42.35872,-71.14229,Entire home/apt,2,165,4.78,STR-413793,Brighton,3,1.0,Boston College Room conveniently near Harvard & BC,34,t,204,22848.0,1
142.0,261,42.37154,-71.03688,Entire home/apt,2,221,4.84,STR-465279,East Boston,1,1.0,Stylish garden level studio with a private patio,70,t,255,36210.0,1
90.0,45,42.36558532714844,-71.06755065917969,Private room,29,319,4.89,STR-397968,West End,3,1.0,"High-Rise, River Views, Doorman Condo by MGH/MEE",3,t,174,15660.0,1
200.0,5,42.36525,-71.05702,Entire home/apt,30,93,5.0,none,North End,1,2.0,Luxury 2BR Penthouse in heart of Boston North End,1,f,60,12000.0,0
53.0,14,42.31793,-71.09182,Private room,31,203,5.0,none,Roxbury,5,4.0,"Comfortable queen bed, high ceiling Room.",2,t,124,6572.0,0
291.0,326,42.36551,-71.05513,Entire home/apt,2,290,4.95,STR-483621,North End,1,1.0,Large 1-Bed. Condo in the Heart of the North End,49,t,255,74205.0,1
50.0,3,42.38856,-71.00168,Private room,91,364,4.67,none,East Boston,4,1.0,Boston - Logan Intl Airport I,0,f,0,0.0,0
301.0,11,42.3643198,-71.068221,Entire home/apt,90,214,5.0,STR-595461,West End,11,2.0,Lrge 2 Bed/Bath by MGH | Modern Bldg | Safe Area,1,t,180,54180.0,1
207.0,16,42.3645578,-71.0692521,Entire home/apt,30,339,4.81,STR-595462,West End,11,1.0,Large 1BD Apt by MGH | Modern Bldg I Quite | Safe,3,t,180,37260.0,1
106.0,55,42.33031,-71.09377,Entire home/apt,91,291,4.84,none,Roxbury,1,2.0,Charming Boston Condo - 5 Stars & Superhost!,1,f,182,19292.0,0
332.0,17,42.363467828454155,-71.06992638078786,Entire home/apt,30,266,5.0,STR-595468,West End,11,2.0,2bed/2bath By MGH | River View | Modern Bldg |,5,t,255,84660.0,1
221.0,30,42.3501,-71.04293,Entire home/apt,35,37,4.8,Exempt: This listing is a unit used for furnished institutional or business stays,South Boston Waterfront,2,2.0,Luxury 2 Bedrooms Apartment,0,f,0,0.0,1
49.0,24,42.32564,-71.09406,Private room,30,167,4.92,STR-383293,Roxbury,3,1.0,Fort Hill Top - 1Fr - Guest Rm Jamaica Plain/Roxb,4,t,240,11760.0,1
258.0,151,42.36595,-71.05406,Entire home/apt,12,281,4.79,STR-461118,North End,1,1.0,"Cozy, Modern & Central 1 bed close to waterfront.",5,f,120,30960.0,1
134.0,24,42.265997156370055,-71.1099542179841,Entire home/apt,1,332,4.63,STR-545970,Hyde Park,1,2.0,Lovely 2 bedroom apartment close to Boston,24,f,144,19296.0,1
227.0,2,42.34489,-71.09692,Entire home/apt,91,358,5.0,none,Fenway,1,1.0,Awesome condo in Fenway,0,f,0,0.0,0
326.0,18,42.3645578,-71.0692521,Entire home/apt,30,323,4.83,STR-595472,West End,11,2.0,"2Bed/2Bath, Modern Bldg  Across MGH W/D In Suite",2,t,120,39120.0,1
252.0,65,42.35385,-71.07447,Entire home/apt,29,207,4.88,none,Back Bay,1,0.0,Luxurious Back Bay Studio,3,t,174,43848.0,0
299.0,267,42.28996,-71.1459,Entire home/apt,3,202,4.99,STR-408842,West Roxbury,1,2.0,The Red Door Carriage House,27,t,162,48438.0,1
207.0,13,42.3645578,-71.0692521,Entire home/apt,75,319,4.92,STR-595473,West End,11,1.0,Lrge 1 BR Apt | River View | Modern Bldg | High Fl,2,t,255,52785.0,1
370.0,113,42.37648,-71.06444,Entire home/apt,4,12,4.96,STR-418356,Charlestown,1,2.0,Luxe Historic Elegance Overlooking Thompson Square,15,t,120,44400.0,1
207.0,21,42.36397,-71.0692,Entire home/apt,30,322,4.95,STR-595460,West End,11,1.0,Quite 1 Bd Apt by Massachusetts General Hospital,3,t,180,37260.0,1
130.0,1,42.28787,-71.06692,Entire home/apt,30,362,5.0,none,Dorchester,27,3.0,Lovely 3 Bedroom Apartment by the Red Line!,0,f,0,0.0,0
50.0,2,42.28853,-71.06631,Private room,30,328,4.5,none,Dorchester,27,1.0,Private Room & Great Location by the Red Line!,0,f,0,0.0,0
135.0,198,42.30441,-71.06202,Entire home/apt,1,89,4.8,STR-424305,Dorchester,2,3.0,Victorian 3rd Floor Unit,42,t,252,34020.0,1
202.0,19,42.35136,-71.08851,Entire home/apt,29,292,4.47,none,Back Bay,7,0.0,Back Bay Apt on Marlborough St (Hereford St block),1,f,58,11716.0,0
196.0,85,42.32586,-71.09651,Entire home/apt,28,177,4.35,STR-414837,Roxbury,4,2.0,1 Mile To Downtown Boston in a 2 Bedroom.,0,f,0,0.0,1
250.0,40,42.27467,-71.07362,Entire home/apt,29,284,4.88,STR-460948,Mattapan,1,3.0,Boston's Best Vacation Home,0,t,0,0.0,1
130.0,4,42.36547,-71.05492,Entire home/apt,32,365,4.25,none,North End,7,1.0,"North End 1 Bedroom- CLOSE MGH, Subway, Hanover St",0,f,0,0.0,0
130.0,9,42.36026,-71.07003,Entire home/apt,29,310,4.78,none,Beacon Hill,7,0.0,Beacon Hill Studio - 2 min Walk to MGH-Subway-,1,f,58,7540.0,0
152.0,150,42.31069,-71.10282,Entire home/apt,2,194,4.93,Str-545241,Jamaica Plain,5,1.0,comfortable and cozy,5,f,30,4560.0,1
130.0,173,42.29523,-71.06828,Private room,2,32,4.9,STR-383178,Dorchester,1,2.0,Melville Park Penthouse,18,f,108,14040.0,1
853.0,238,42.382173634151435,-71.07929663572756,Entire home/apt,3,277,4.92,STR-414759,Charlestown,1,5.0,Top of the World,31,t,186,158658.0,1
325.0,23,42.3649,-71.0684,Entire home/apt,75,329,4.91,STR-588935,West End,11,2.0,Sunny 2Bed Apt River View By Mass General Hospital,2,t,255,82875.0,1
414.0,283,42.33068,-71.05393,Entire home/apt,2,145,4.95,STR-518244,South Boston,1,3.0,"Beautiful, spacious South Boston Condo, Near T",40,t,240,99360.0,1
95.0,26,42.27555,-71.07597,Private room,1,261,4.81,STR-415974,Mattapan,6,1.0,Yellow Quiet room,0,f,0,0.0,1
131.0,194,42.33097,-71.10023,Private room,2,242,4.9,STR-434886,Mission Hill,4,1.0,Clean room near Longwood,32,t,192,25152.0,1
119.0,112,42.33091,-71.10255,Private room,2,227,4.84,STR-434886,Mission Hill,4,1.0,Spacious sun-filled room near Longwood,16,t,96,11424.0,1
179.0,134,42.33206,-71.10185,Private room,2,255,4.9,STR-434886,Mission Hill,4,1.0,Sunny large room with views and private bath,19,t,114,20406.0,1
99.0,124,42.34448,-71.07636,Entire home/apt,1,225,4.5,STR-441241,South End,87,1.0,"Stylish Downtown Studio in the SouthEnd, C.Ave# 24",13,f,78,7722.0,1
40.0,17,42.29015,-71.0684,Private room,91,365,4.29,none,Dorchester,8,1.0,"Perfect Location, only 3 min WALK to RED train",1,t,182,7280.0,0
130.0,223,42.31286,-71.06249,Entire home/apt,2,299,4.76,STR-547060,Dorchester,3,1.0,"Sunny ocean-view suite nr subway w/kitchen, bathr.",28,t,168,21840.0,1
69.0,901,42.38136,-71.0231,Private room,1,116,4.87,STR-398249,East Boston,6,1.0,Shelly's Place Cozy,136,t,255,17595.0,1
207.0,87,42.35013,-71.08911,Entire home/apt,29,324,4.76,STR-391273,Back Bay,2,0.0,Back Bay Apartment near MIT and Newbury Street - G,0,t,0,0.0,1
76.0,117,42.27546,-71.16958,Private room,3,330,4.92,STR-532119,West Roxbury,2,1.0,Modern Basement with Convenient Transportation,21,t,126,9576.0,1
210.0,360,42.37708,-71.0604,Entire home/apt,2,133,4.92,STR-515663,Charlestown,1,1.0,Luxurious Home in Boston's Historic Charlestown,52,t,255,53550.0,1
40.0,8,42.29165,-71.06782,Private room,91,90,4.75,none,Dorchester,8,1.0,Perfect Location in an All Female's Floor,0,t,0,0.0,0
97.0,477,42.36779,-71.03897,Private room,2,36,4.73,STR-398959,East Boston,3,4.0,"#3 Maverick MBTA clean, comfy private room",46,f,255,24735.0,1
99.0,478,42.36805,-71.03759,Private room,2,39,4.7,STR-398959,East Boston,3,1.0,"#2 Maverick MBTA clean, comfy, private Room",52,f,255,25245.0,1
49.0,11,42.29183,-71.06784,Private room,91,365,4.73,none,Dorchester,8,1.0,Newly renovated Female floor Center of Boston,0,t,0,0.0,0
119.0,87,42.31522,-71.11218,Private room,4,23,5.0,STR-511486,Jamaica Plain,1,2.0,2 sunny guest rooms in 1920s flat amid parks+cafés,11,t,88,10472.0,1
333.0,229,42.34226,-71.07881,Entire home/apt,2,117,4.94,STR-405587,South End,1,1.0,SouthEnd Penthouse,47,t,255,84915.0,1
458.0,411,42.35529,-71.06087,Entire home/apt,2,327,4.98,STR-413172,Downtown,2,1.0,"Naturally Lit, Modern Loft in Heart of Downtown!",50,t,255,116790.0,1
85.0,27,42.28023,-71.16944,Private room,91,365,4.85,STR-460484,West Roxbury,1,1.0,Comfortable & Convenient in Boston w Free Parking!,0,f,0,0.0,1
270.0,320,42.378841,-71.034821,Entire home/apt,1,297,4.89,STR-398048,East Boston,3,2.0,BOSTON LOFT FARM HOUSE /LOGAN AIRPORT&TRAIN,56,t,255,68850.0,1
525.0,79,42.31122,-71.06178,Entire home/apt,2,320,4.71,STR-413525,Dorchester,7,5.0,Groupstay w/firepit mins2Downtown Fenway FreePrkg,6,f,36,18900.0,1
56.0,118,42.32243,-71.05676,Private room,29,196,4.79,STR-484164,Dorchester,15,1.0,A_Spacious room easy commute to Boston Downtown.,22,f,255,14280.0,1
35.0,9,42.29188,-71.12154,Private room,29,235,4.56,none,Roslindale,3,1.0,Comfortable and clean  house near Arnold Arboretum,4,f,232,8120.0,0
130.0,1,42.36636,-71.05428,Entire home/apt,32,365,5.0,none,North End,12,1.0,The North End Nook   -Walk to MGH Tufts Subway,0,t,0,0.0,0
211.0,120,42.28975,-71.0782,Entire home/apt,29,238,4.77,STR-420519,Dorchester,2,3.0,Stylish 2nd floor w/balcony•free parking,0,f,0,0.0,1
122.0,95,42.27808,-71.08717,Private room,2,179,4.84,STR-445640,Mattapan,5,1.0,Bina’s Home away from Home 3,7,t,42,5124.0,1
90.0,4,42.32188,-71.11647,Private room,91,185,4.5,none,Jamaica Plain,1,0.0,Spacious room in beautiful apartment,0,f,0,0.0,0
200.0,93,42.33175,-71.04824,Private room,1,31,4.94,STR-519059,South Boston,1,0.0,Southie Home | Walk to Beach | with Patio,11,t,66,13200.0,1
140.0,58,42.34207,-71.069,Entire home/apt,29,301,4.97,none,South End,2,1.0,"Classy, Cozy South End Unit",3,t,174,24360.0,0
325.0,134,42.34291,-71.07301,Entire home/apt,2,166,4.86,none,South End,7,1.0,"The Upton - The Upton Boston, South End",23,t,138,44850.0,0
74.0,846,42.38137,-71.02311,Private room,1,93,4.84,STR-398249,East Boston,6,1.0,Shelly's Swan Room,140,t,255,18870.0,1
64.0,60,42.25038,-71.11733,Entire home/apt,29,68,4.67,none,Hyde Park,8,1.0,Apartment near transit/free parking/self check-in,6,t,255,16320.0,0
40.0,6,42.29027,-71.06673,Private room,91,170,5.0,none,Dorchester,8,1.0,COLLEGE STUDENTS are welcome 3 MINS walk to train,0,t,0,0.0,0
129.0,272,42.332897,-71.039543,Private room,2,170,4.99,STR-540793,South Boston,1,1.0,Beautiful South Boston Private Space in Condo,40,t,240,30960.0,1
161.0,427,42.34637,-71.07145,Private room,1,64,4.89,STR-545901,South End,3,1.0,Classic Boston Brownstone - Walk to Everything,55,f,255,41055.0,1
100.0,382,42.36908,-71.03937,Private room,2,60,4.7,STR-576262,East Boston,3,1.0,"#1 Maverick MBTA clean, comfy, private room",34,f,204,20400.0,1
214.0,428,42.32685,-71.09683,Entire home/apt,2,115,4.93,STR-544885,Roxbury,1,2.0,Sunny & Cozy 2 BR Apt in Boston. 15 min to DWTN,61,t,255,54570.0,1
83.0,63,42.36044,-71.14057,Private room,1,350,4.89,STR-409596,Brighton,6,1.0,Hola Joy  2,19,f,114,9462.0,1
94.0,49,42.36015,-71.14233,Private room,1,364,4.84,STR-409596,Brighton,6,1.0,Hola Joy 3,10,f,60,5640.0,1
201.0,19,42.33351,-71.10182,Entire home/apt,30,307,4.68,Exempt: This listing is a unit used for furnished institutional or business stays,Mission Hill,11,2.0,"2 Bed Apt By Boston Childrens Hosptial, Brigham Hp",0,t,0,0.0,1
248.0,347,42.32489,-71.09417,Entire home/apt,2,209,4.97,STR-545072,Roxbury,1,2.0,Light-Filled Luxury Apartment with View,67,t,255,63240.0,1
150.0,263,42.34504,-71.07375,Private room,1,66,4.93,STR-545901,South End,3,1.0,Perfect Room in the South End for solo adventurer,48,f,255,38250.0,1
197.0,162,42.35034,-71.0619,Entire home/apt,91,206,4.65,STR-399153,Chinatown,4,2.0,"Downtown Boston, Near South Station Bus Terminal",14,f,255,50235.0,1
68.0,74,42.32192,-71.07855,Private room,2,360,4.61,STR-415018,Roxbury,7,1.0,Alaska Street R53,14,f,84,5712.0,1
38.0,36,42.25147,-71.11579,Private room,29,78,4.94,none,Hyde Park,8,1.0,"Spacious room, near transit, keyless self check-in",6,t,255,9690.0,0
38.0,41,42.25134,-71.11621,Private room,29,55,4.83,none,Hyde Park,8,1.0,"Room near MBTA transit, Keyless self check-in",6,t,255,9690.0,0
336.0,10,42.3643198,-71.068221,Entire home/apt,75,258,4.6,STR-595459,West End,11,2.0,Large 2 Bed/ 2 Bath | Modern Building | Across MGH,3,t,255,85680.0,1
65.0,19,42.27658,-71.13304,Private room,29,89,4.84,STR-416449,Roslindale,16,1.0,Roslindale 1st flr private room full bed 2 guests,0,t,0,0.0,1
140.0,68,42.27844,-71.08499,Private room,2,180,4.88,STR-445640,Mattapan,5,1.0,Bina’s Home Away from Home Cozy Master Suite,8,t,48,6720.0,1
150.0,72,42.27684,-71.0851,Private room,2,38,4.88,STR-445640,Mattapan,5,1.0,Bina’s Home away from Home 2,0,t,0,0.0,1
163.0,371,42.34121,-71.15163,Entire home/apt,2,161,4.85,STR-544907,Brighton,1,1.0,Boston guest suite,42,t,252,41076.0,1
301.0,6,42.3645578,-71.0692521,Entire home/apt,30,310,5.0,STR-595469,West End,11,2.0,Large Modern 2 Bed Apt 2 Bath By MGH W/D in Suite,0,t,0,0.0,1
135.0,78,42.27726,-71.08517,Private room,2,180,4.83,STR-445640,Mattapan,5,1.0,Bina’s Home away from home 6,5,t,30,4050.0,1
168.0,125,42.27595,-71.07805,Entire home/apt,2,5,4.92,STR-445592,Mattapan,1,2.0,Lower Mills Guest Suite,14,t,84,14112.0,1
