price,number_of_reviews,latitude,longitude,room_type,minimum_nights,availability_365,review_scores_rating,license,neighbourhood_cleansed,calculated_host_listings_count,bedrooms,name,number_of_reviews_ltm,host_is_superhost,estimated_occupancy_l365d,estimated_revenue_l365d,has_license
583.0,170,42.35471,-71.06173,Entire home/apt,3,262,4.99,STR-592908,Downtown,2,3.0,Spacious 3BR | Family Favorite | Downtown Boston!,25,t,150,87450.0,1
287.0,3,42.34114,-71.04959,Entire home/apt,32,326,3.67,none,South Boston,343,1.0,"Blueground | S. Boston, doorman, nr seaport",1,f,64,18368.0,0
125.0,14,42.29144,-71.0664,Entire home/apt,29,278,4.79,STR-416826,Dorchester,2,3.0,Bright Spacious Apt w/ Free On Street Parking,1,t,58,7250.0,1
65.0,23,42.32947,-71.10791,Private room,30,129,5.0,none,Mission Hill,1,1.0,Hospital Haven,5,t,255,16575.0,0
143.0,106,42.34858322143555,-71.0696029663086,Private room,2,336,4.42,LB-101723,Bay Village,17,1.0,"Perfect Spot, Affordable Studio!",6,f,36,5148.0,1
225.0,151,42.32009,-71.07521,Entire home/apt,2,325,4.72,STR-414833,Roxbury,4,2.0,"NEW ! Boston Condo Near MBTA, 3Mi to Fenway! (U1)",13,f,78,17550.0,1
275.0,128,42.32028224048613,-71.07477278128519,Entire home/apt,2,323,4.63,STR-414833,Roxbury,4,3.0,"NEW ! Boston Condo Near MBTA, 3Mi to Fenway ! (U3)",4,f,24,6600.0,1
174.0,1,42.3386164,-71.1507462,Entire home/apt,29,140,5.0,none,Brighton,1,1.0,"Private 1 Bdr, 4 minute walk to T near Reservoir",1,f,58,10092.0,0
144.0,116,42.348419189453125,-71.06991577148438,Private room,2,270,4.31,LB-101723,Bay Village,17,1.0,"Perfect Boston Apartment, Book Today & Enjoy!",29,f,174,25056.0,1
526.0,3,42.3628,-71.06228,Private room,1,15,4.33,Exempt: This listing is a hotel or motel,Downtown,3,1.0,The Boxer Boston Deluxe Double,0,f,0,0.0,1
468.0,34,42.3646,-71.06347,Private room,1,15,4.74,Exempt: This listing is a hotel or motel,Downtown,3,1.0,The Boxer Traditional Accessible King,4,f,24,11232.0,1
165.0,30,42.35803,-71.0711,Entire home/apt,29,330,4.83,none,Beacon Hill,3,1.0,Delightful Beacon Hill 1 Bed | 1 Bath,4,t,232,38280.0,0
210.0,66,42.34387,-71.07619,Private room,3,47,4.98,STR-447997,South End,6,1.0,1863 House Bed and  Breakfast M307 Room 1,13,t,78,16380.0,1
154.0,49,42.30015,-71.07738,Entire home/apt,4,290,5.0,STR-526268,Dorchester,2,3.0,Spacious & Beautiful Entire Apt in Boston,15,t,120,18480.0,1
91.0,2,42.33917,-71.07488,Entire home/apt,91,266,5.0,none,South End,1,0.0,Boston Brownstone Gem GREAT location on Silverline,1,t,182,16562.0,0
362.0,37,42.34554,-71.07099,Entire home/apt,3,134,4.95,STR-581599,South End,1,1.0,A Charming South End Apt with Private Garden!,20,t,120,43440.0,1
60.0,24,42.32201,-71.07015,Private room,29,361,4.88,STR-470482,Roxbury,5,1.0,Spacious 1st Floor Private Room Close to Downtown,8,t,255,15300.0,1
54.0,2,42.31384,-71.06113,Private room,30,297,5.0,none,Dorchester,58,1.0,14P.T | The Grand View | 5BR 2B w/AC | Twin Room,1,f,60,3240.0,0
73.0,2,42.31384,-71.06113,Private room,30,62,4.5,none,Dorchester,58,1.0,14P.P | The Grand View | 5BR 2B w/AC | Parlor Room,0,f,0,0.0,0
70.0,4,42.31384,-71.06113,Private room,30,244,4.25,none,Dorchester,58,1.0,14P.B | The Grand View | 5BR 2B w/AC | Blue Room,0,f,0,0.0,0
63.0,7,42.31384,-71.06113,Private room,30,327,4.86,none,Dorchester,58,1.0,14P.M | The Grand View | 5BR 2B w/AC | Master Room,3,f,180,11340.0,0
413.0,18,42.32815,-71.09335,Entire home/apt,30,316,4.89,STR-447259,Roxbury,3,4.0,"Clean, Contemporary Escape | Near T",11,t,255,105315.0,1
64.0,14,42.32139,-71.06023,Private room,30,354,4.64,none,Dorchester,58,1.0,230B2.2 | The Roseclair Redline | AC & W/D | Rm #2,2,f,120,7680.0,0
71.0,8,42.32093,-71.05982,Private room,30,304,4.0,none,Dorchester,58,1.0,230B2.1 | The Roseclair Redline | AC & W/D | Rm #1,0,f,0,0.0,0
65.0,4,42.32287,-71.0621,Private room,30,337,4.5,none,Dorchester,58,1.0,230B2.3 | The Roseclair Redline | AC & W/D | Rm #3,1,f,60,3900.0,0
220.0,1,42.35221,-71.06442,Entire home/apt,32,288,5.0,none,Downtown,343,0.0,"Blueground | Downtown, doorman, nr boston common",1,f,64,14080.0,0
60.0,6,42.3139,-71.06223,Private room,29,347,4.83,none,Dorchester,58,1.0,14P.Y | The Grand View | 5BR 2B w/AC | Yellow Room,2,f,116,6960.0,0
374.0,1,42.3491652,-71.0807758,Entire home/apt,32,297,4.0,none,Back Bay,343,1.0,"Blueground | Back Bay, gym, doorman, nr mall",0,f,0,0.0,0
441.0,1,42.348129,-71.080849,Entire home/apt,32,357,5.0,none,Back Bay,343,1.0,"Blueground | Back Bay, gym, doorman, nr Esplanade",0,f,0,0.0,0
220.0,15,42.27954,-71.1179,Entire home/apt,29,269,4.53,STR-419049,Roslindale,12,3.0,Amazing 3 Bed Close To Boston With Parking & Yard,2,f,116,25520.0,1
241.0,2,42.27806,-71.11702,Entire home/apt,29,89,5.0,STR-419049,Roslindale,12,3.0,Awesome 3 Bed Close To Boston With Parking,0,f,0,0.0,1
176.0,4,42.29098,-71.06686,Entire home/apt,91,178,4.75,none,Dorchester,2,3.0,Home Sweet Home,1,t,182,32032.0,0
554.0,2,42.27807,-71.10515,Entire home/apt,2,362,5.0,STR-578222,Mattapan,1,3.0,Stonecrest Stays- A Modern & Cozy home in Boston.,2,f,12,6648.0,1
222.0,1,42.35221,-71.06442,Entire home/apt,32,278,1.0,none,Downtown,343,0.0,"Blueground | Downtown, doorman, nr green line",0,f,0,0.0,0
449.0,1,42.28407,-71.1257,Entire home/apt,29,88,5.0,STR-423417,Roslindale,1,4.0,Single Family 4 BR / 2 BA - Walk Everywhere,1,t,58,26042.0,1
65.0,44,42.25082,-71.11571,Private room,2,342,4.86,STR-522834,Hyde Park,5,1.0,New England Victorian Oasis,3,f,18,1170.0,1
60.0,325,42.3218,-71.07452,Private room,1,307,4.68,STR-410134,Roxbury,1,1.0,The Jazzy Airbnb,60,f,255,15300.0,1
143.0,75,42.31074,-71.10035,Private room,2,333,4.91,STR-545241,Jamaica Plain,5,1.0,Bright and Spacious,8,f,48,6864.0,1
158.0,54,42.31237,-71.10197,Private room,2,327,4.93,STR-545241,Jamaica Plain,5,1.0,Bright and comfortable,2,f,12,1896.0,1
936.0,78,42.34396743774414,-71.08158874511719,Entire home/apt,3,248,5.0,STR-551071,Back Bay,1,3.0,Contemporary home  in Historic Back Bay Boston,29,t,174,162864.0,1
300.0,4,42.31129,-71.06447,Entire home/apt,29,255,4.25,STR-541492,Dorchester,7,3.0,Boston Three Bedroom Apartment,3,t,174,52200.0,1
257.0,199,42.28739,-71.05766,Entire home/apt,1,75,4.81,STR-429386,Dorchester,1,3.0,Charming 3 bedroom suite in the heart of Boston,26,f,156,40092.0,1
58.0,24,42.32317,-71.06844,Private room,29,327,4.96,STR-470482,Roxbury,5,1.0,Designed 1st Floor Furnished Bedroom by Downtown,6,t,255,14790.0,1
231.0,1,42.3496531,-71.14948140000001,Entire home/apt,32,320,3.0,none,Brighton,343,2.0,"Blueground | Allston, laundry in basement",0,f,0,0.0,0
241.0,1,42.34983,-71.1494,Entire home/apt,32,286,4.0,none,Brighton,343,2.0,"Blueground | Allston, laundry in basement",0,f,0,0.0,0
241.0,1,42.34979949999999,-71.1495084,Entire home/apt,32,185,4.0,none,Brighton,343,2.0,"Blueground | Allston, laundry in basement",1,f,64,15424.0,0
373.0,209,42.330814361572266,-71.03656768798828,Entire home/apt,2,258,4.97,STR-545107,South Boston,1,4.0,"4br SouthBoston free parkg nrBeach, 6 min>BCEC",58,t,255,95115.0,1
746.0,5,42.320438,-71.056023,Entire home/apt,30,302,5.0,STR-597082,Dorchester,1,7.0,Cute Boston Condo | Near T,0,f,0,0.0,1
537.0,16,42.3295,-71.08817,Entire home/apt,30,316,4.88,STR-425117,Roxbury,6,5.0,Soaring Oasis | near South End,1,f,60,32220.0,1
688.0,11,42.3294961,-71.0881648,Entire home/apt,30,316,4.91,STR-425117,Roxbury,6,7.0,Expansive Luxury Triplex | near T,1,f,60,41280.0,1
65.0,6,42.32128,-71.06046,Private room,30,227,3.83,none,Dorchester,58,1.0,230B1.1 | The Dorset Redline | 3BR 1B w/AC | Rm #1,1,f,60,3900.0,0
87.0,6,42.323,-71.05997,Private room,30,176,4.17,none,Dorchester,58,1.0,230B1.2 | The Dorset Redline | 3BR 1B w/AC | Rm #2,0,f,0,0.0,0
112.0,26,42.36548,-71.06833,Private room,29,334,4.96,STR-531644,West End,3,1.0,High-floor Luxury Building with River Views by MGH,8,t,255,28560.0,1
83.0,145,42.36283,-71.13054,Private room,3,49,4.98,STR-383875,Allston,2,1.0,Comfy Spacious Room Near Harvard BS,28,t,168,13944.0,1
89.0,117,42.36091,-71.13049,Private room,3,62,4.85,STR-383875,Allston,2,1.0,Comfy Room Near Harvard BS,14,t,84,7476.0,1
290.0,176,42.34488,-71.07195,Entire home/apt,1,321,4.84,STR-414972,South End,2,1.0,"* NEW Listing * A True GEM in South End , Boston!!",18,t,108,31320.0,1
191.0,6,42.34843,-71.04859,Entire home/apt,29,178,5.0,none,South Boston Waterfront,1,0.0,Fort Point Corner of Windows brick & beam loft,2,t,116,22156.0,0
130.0,1,42.35214,-71.07704,Entire home/apt,32,329,5.0,none,Back Bay,12,0.0,Back Bay a few blocks from Boston Public Garden,0,f,0,0.0,0
150.0,6,42.38102,-71.06814,Entire home/apt,12,34,5.0,STR-399155,Charlestown,1,4.0,4BR - Visit Boston Like a Local!,2,t,48,7200.0,1
311.0,71,42.3755827,-71.0494657,Entire home/apt,2,345,4.99,STR-427698,Charlestown,3,1.0,Travelers Choice Best of Boston Houseboat Suite 1!,8,t,48,14928.0,1
137.0,254,42.31698,-71.09315,Entire home/apt,2,243,4.85,STR-582454,Roxbury,1,1.0,New Decor! Cozy Modern Renovated Private Suite!,42,t,252,34524.0,1
170.0,1,42.34991,-71.0674,Entire home/apt,91,278,5.0,none,Bay Village,1,2.0,Lovely Boston Back Bay/BVTownhouse  Heartof City,1,f,182,30940.0,0
100.0,1,42.38318,-71.07211,Private room,29,365,5.0,STR-431107,Charlestown,3,1.0,Cozy Bedroom for you!,0,f,0,0.0,1
216.0,1,42.35055,-71.06486,Entire home/apt,91,276,2.0,none,Downtown,3,0.0,MODERN DOWNTOWN STUDIO,0,t,0,0.0,0
259.0,19,42.34324049937066,-71.07724019857797,Entire home/apt,3,233,5.0,STR-545122,South End,2,1.0,Charming 1 bed S End Freshly painted new mattress!,12,t,72,18648.0,1
448.0,79,42.37603,-71.05034,Entire home/apt,2,264,5.0,STR-427698,Charlestown,3,2.0,Travelers Choice Best of Bos Green Turtle II Yacht,9,t,54,24192.0,1
127.0,246,42.27743,-71.1406,Entire home/apt,2,222,4.71,STR-429060,Roslindale,1,1.0,Modern Style Cozy Private Apt,44,f,255,32385.0,1
145.0,5,42.3523,-71.08539,Entire home/apt,270,359,5.0,none,Back Bay,1,1.0,Beautiful Brownstone in Heart of the Back Bay,0,t,0,0.0,0
155.0,1,42.33973,-71.14656,Entire home/apt,180,332,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,Brighton,33,1.0,"Sunny & Bright 1BR, Longwood Medical Hospitals",0,f,0,0.0,1
78.0,4,42.28658,-71.05386,Private room,29,269,5.0,STR-439516,Dorchester,3,1.0,NONE SMOKING ROOM K:Spacious & SUPER SAFE & QUIET,0,f,0,0.0,1
46.0,18,42.28583,-71.05558,Private room,29,278,4.72,STR-439516,Dorchester,3,1.0,Non smoking Room S:Specious Super Safe QuietClean,2,f,116,5336.0,1
150.0,13,42.3423,-71.07443,Entire home/apt,29,49,5.0,none,South End,4,1.0,Ultra Comfy Modern in the Center of the South End,4,t,232,34800.0,0
78.0,5,42.32865,-71.09197,Private room,30,347,4.4,none,Roxbury,57,1.0,Pvt. Bedroom & Bath | Co-Live by Thatch™ | 33 #2F,0,f,0,0.0,0
306.0,72,42.31677,-71.11427,Entire home/apt,2,191,4.86,STR-488651,Jamaica Plain,2,2.0,Stylish 2-bedroom JP Pondside Pad,13,t,78,23868.0,1
60.0,8,42.34256,-71.15612,Entire home/apt,91,152,5.0,none,Brighton,1,0.0,Cozy Studio,3,t,255,15300.0,0
199.0,23,42.36524,-71.05602,Entire home/apt,30,237,4.61,STR-434641,North End,1,1.0,Cozy apartment in the lively heart of Boston,0,f,0,0.0,1
381.0,538,42.34887,-71.06596,Private room,1,279,4.42,Exempt: This listing is a hotel or motel,Downtown,2,1.0,FOUND Boston Common - Queen Room,70,f,255,97155.0,1
411.0,539,42.34935,-71.06535,Private room,1,256,4.57,Exempt: This listing is a hotel or motel,Downtown,2,1.0,FOUND Boston Common - Double Queen Room,58,f,255,104805.0,1
60.0,2,42.35882,-71.12831,Private room,91,357,5.0,none,Allston,9,1.0,(A) Cozy & comfortable room in Allston,0,f,0,0.0,0
56.0,4,42.35681,-71.12865,Private room,91,186,4.75,none,Allston,9,1.0,"(H) Cozy bedroom near Harvard, MIT & BU",1,f,182,10192.0,0
56.0,6,42.35907,-71.1301,Private room,91,326,5.0,none,Allston,9,1.0,"(G) Cozy room near Harvard, MIT, BU",2,f,255,14280.0,0
197.0,171,42.36682,-71.02931,Entire home/apt,7,190,4.94,STR-531674,East Boston,1,2.0,"Luxury apt w/ sauna & deck | by airport, downtown",54,t,255,50235.0,1
644.0,353,42.35538,-71.06196,Entire home/apt,1,4,4.76,STR-438649,Downtown,39,3.0,Large Loft Steps From Boston Common | Short Stays,75,f,255,164220.0,1
638.0,304,42.35514,-71.06191,Entire home/apt,1,23,4.77,STR-438654,Downtown,39,2.0,Luxury Furnished Loft near Park Street Station,66,f,255,162690.0,1
711.0,293,42.35726395973094,-71.06179395619714,Entire home/apt,2,8,4.74,STR-438650,Downtown,39,4.0,Downtown Luxury | Students Welcome | W/D in unit,57,f,255,181305.0,1
264.0,238,42.37714,-71.03994,Entire home/apt,2,40,4.87,STR-434812,East Boston,2,2.0,Tribeca chic | 2 BR w/private patio,41,t,246,64944.0,1
488.0,350,42.35558323953741,-71.0605228734014,Entire home/apt,1,4,4.73,STR-438652,Downtown,39,3.0,Luxury Loft | Boston Common | Monthly Discount,85,f,255,124440.0,1
300.0,14,42.37667,-71.05025,Entire home/apt,1,345,4.86,STR-427698,Charlestown,3,1.0,Best of Boston Houseboat Suite 2 Boston Harbor,0,t,0,0.0,1
1140.0,49,42.34163,-71.08367,Entire home/apt,5,250,5.0,STR-578466,Fenway,3,4.0,Luxury 4 Bdrm Penthouse Brownstone Duplex,8,t,80,91200.0,1
919.0,278,42.35708,-71.06228,Entire home/apt,1,27,4.74,STR-438653,Downtown,39,4.0,"Monthly Discounts -Fully Furnished 4br, 2ba Loft",27,f,162,148878.0,1
582.0,335,42.35722807237734,-71.06149157569895,Entire home/apt,1,8,4.71,STR-438655,Downtown,39,2.0,Keyless Entry | Laundry in Unit | Pet Friendly,52,f,255,148410.0,1
645.0,265,42.357308874194494,-71.06218277856146,Entire home/apt,1,13,4.72,STR-438658,Downtown,39,4.0,Centrally Located Luxurious Loft | Walk Anywhere!,53,f,255,164475.0,1
623.0,292,42.35576,-71.06202,Entire home/apt,1,17,4.72,STR-438659,Downtown,39,3.0,"Monthly Discounts - Furnished Luxury 3br, 2ba Loft",72,f,255,158865.0,1
421.0,254,42.355235397569416,-71.06091070350858,Entire home/apt,1,23,4.67,STR-438656,Downtown,39,2.0,Pet Friendly | Downtown Boston | Elevator + W/D,39,f,234,98514.0,1
35.0,10,42.29309,-71.12205,Private room,29,322,4.5,none,Roslindale,3,1.0,Private room  near T-Station,3,f,174,6090.0,0
165.0,105,42.30912,-71.11833,Entire home/apt,1,138,4.94,STR-493571,Jamaica Plain,1,1.0,Modern JP Townhouse w Parking - quiet & convenient,23,t,138,22770.0,1
51.0,5,42.29156,-71.12194,Private room,29,322,4.6,none,Roslindale,3,1.0,Spacious room with private living room near T,0,f,0,0.0,0
740.0,261,42.35531,-71.06071,Entire home/apt,1,7,4.72,STR-438662,Downtown,39,4.0,Lavishly Designed Home | With Office | Close to T,43,f,255,188700.0,1
536.0,308,42.35512,-71.06247,Entire home/apt,1,14,4.68,STR-438646,Downtown,39,2.0,200mbps speeds - Laundry - Discounted Long Stays,41,f,246,131856.0,1
277.0,1,42.34518,-71.08706,Entire home/apt,32,131,5.0,none,Fenway,343,1.0,"Blueground | Symphony, doorman, nr t stop & mfa",0,f,0,0.0,0
289.0,2,42.34518,-71.08706,Entire home/apt,32,276,4.0,none,Fenway,343,1.0,"Blueground | Symphony, doorman, nr mfa",0,f,0,0.0,0
259.0,1,42.3657336,-71.0669497,Entire home/apt,32,117,3.0,none,West End,343,1.0,"Blueground | W. End, gym, nr mgh & t stop",1,f,64,16576.0,0
354.0,7,42.36638,-71.04007,Entire home/apt,29,268,3.57,Exempt: This listing is a hotel or motel,East Boston,29,1.0,"Luxury Waterfront 1BR, Rooftop & Pool Access",0,f,0,0.0,1
261.0,89,42.30736,-71.06375,Entire home/apt,1,217,4.88,STR-523616,Dorchester,1,3.0,Great public transportation to tour all of Boston!,19,t,114,29754.0,1
297.0,75,42.31631,-71.09878,Entire home/apt,2,226,4.91,STR-570178,Jamaica Plain,1,2.0,"Luxe Boston 2 bdrm w/ parking, WiFi, BBQ & laundry",10,t,60,17820.0,1
63.0,10,42.329247,-71.092819,Private room,30,211,4.6,none,Roxbury,57,1.0,Pvt. Bedroom & Bath | Co-Live by Thatch™ | 31 #1B,6,f,255,16065.0,0
245.0,2,42.34507,-71.09626,Entire home/apt,32,174,4.5,none,Fenway,43,1.0,Boston One Bedroom with Fenway Park Views,1,t,64,15680.0,0
274.0,1,42.34367,-71.09797,Entire home/apt,32,331,5.0,none,Fenway,43,1.0,Modern 1 Bedroom in Fenway Cultural District,0,t,0,0.0,0
235.0,3,42.34485,-71.09832,Entire home/apt,32,345,5.0,none,Fenway,43,1.0,1 Bedroom with Floor-to-Ceiling Windows in Fenway,0,t,0,0.0,0
120.0,26,42.36745,-71.05735,Entire home/apt,29,324,4.92,STR-461702,North End,14,0.0,"Studio w/ Parking Near MGH, TD Garden & Waterfront",25,f,255,30600.0,1
235.0,1,42.34501,-71.09595,Entire home/apt,32,324,5.0,none,Fenway,43,1.0,Luxury One Bedroom Near Fenway Park with Rooftop,1,t,64,15040.0,0
85.0,5,42.31687,-71.05668,Private room,30,277,4.8,none,Dorchester,3,1.0,Boston Maison near JFK/UMASS,3,t,180,15300.0,0
419.0,160,42.35881,-71.05191,Private room,1,334,4.86,Exempt: This listing is a hotel or motel,Downtown,1,1.0,Harborside Inn-Boutique Hotel,59,t,255,106845.0,1
452.0,1,42.364773,-71.063143,Entire home/apt,32,146,5.0,none,Downtown,343,1.0,"Blueground | N. Station, gym, w/d, doorman",0,f,0,0.0,0
329.0,81,42.31294,-71.11617,Entire home/apt,4,229,4.84,STR-518927,Jamaica Plain,1,1.0,In the heart of Jamaica Plain near Pond & Longwood,21,t,168,55272.0,1
240.0,2,42.36135,-71.06387,Entire home/apt,29,241,5.0,none,West End,9,0.0,"Renovated Studio, steps to MGH, Suffolk",1,f,58,13920.0,0
215.0,1,42.34353,-71.08747,Entire home/apt,32,275,5.0,none,Fenway,43,1.0,One-Bedroom in Back Bay with Boston Skyline Views,0,t,0,0.0,0
247.0,17,42.34319,-71.14389,Entire home/apt,30,203,4.94,Exempt: This listing is a unit used for furnished institutional or business stays,Brighton,33,2.0,"2 bed, in unit laundry, Boston College, balcony.",0,f,0,0.0,1
806.0,303,42.35702565661529,-71.06194776110382,Entire home/apt,1,11,4.74,STR-466837,Downtown,39,4.0,Spacious 4bed Loft | Downtown Boston | Beacon Hill,75,f,255,205530.0,1
585.0,273,42.35563359910092,-71.06034154433256,Entire home/apt,1,22,4.76,STR-466832,Downtown,39,2.0,Washer/Dryer in-unit!  Close to MGH & Beacon Hill,53,f,255,149175.0,1
740.0,321,42.35746,-71.06085,Entire home/apt,1,11,4.82,STR-466842,Downtown,39,4.0,Designer Lux 4bed Loft | Steps to the State House,55,f,255,188700.0,1
666.0,360,42.35721,-71.06153,Entire home/apt,1,6,4.76,STR-466841,Downtown,39,3.0,Pet Friendly |  3bd 2ba Flat steps to Beacon Hill,70,f,255,169830.0,1
695.0,259,42.35666,-71.06026,Entire home/apt,1,9,4.78,STR-466838,Downtown,39,4.0,4br/2ba | 200mbps Internet | Luxury Keyless Entry,58,f,255,177225.0,1
655.0,279,42.35575107251281,-71.06242661829393,Entire home/apt,1,10,4.81,STR-466839,Downtown,39,4.0,4bed Loft | Steps to Boston Common + Beacon Hill,58,f,255,167025.0,1
836.0,323,42.3571,-71.06069,Entire home/apt,1,9,4.8,STR-461750,Downtown,39,4.0,"Parking Available-Fully Furnished 4br, 2ba-Hami509",72,f,255,213180.0,1
211.0,92,42.355056736770834,-71.06221200170934,Entire home/apt,2,247,4.32,Exempt: This listing is a hotel or motel,Downtown,6,0.0,Just Perfect Studio For Your Next Stay,11,f,66,13926.0,1
221.0,120,42.35505676269531,-71.06221008300781,Entire home/apt,2,257,4.46,Exempt: This listing is a hotel or motel,Downtown,6,1.0,Stay Tonight In Boston's Downtown!,6,f,36,7956.0,1
337.0,1,42.3469948,-71.1452694,Entire home/apt,32,358,4.0,none,Brighton,343,1.0,"Blueground | Brighton, w/d, gym, nr t & shops",0,f,0,0.0,0
124.0,9,42.28834,-71.13646,Entire home/apt,29,297,4.67,STR-443288,Roslindale,2,2.0,Charming 2br in hip neighborhood w Private Deck,0,f,0,0.0,1
290.0,18,42.37473,-71.06101,Entire home/apt,3,25,4.94,STR-385912,Charlestown,6,1.0,Charlestown Furnished  1 bedroom Apartment M465,5,t,30,8700.0,1
120.0,84,42.305282560949806,-71.06119774985596,Entire home/apt,31,352,4.77,STR-547013,Dorchester,5,2.0,IV New apartment with Luxury amenities in Boston,0,t,0,0.0,1
201.0,12,42.36014,-71.12829,Entire home/apt,2,29,4.75,STR-443485,Allston,1,1.0,Updated 1-Bed near Harvard w/ parking and office!,7,f,42,8442.0,1
236.0,254,42.35573,-71.05994,Entire home/apt,1,313,4.7,STR-466829,Downtown,40,0.0,"Simple Studio -Walk to MGH, Beacon Hill, North End",25,f,150,35400.0,1
200.0,212,42.35522,-71.05798,Entire home/apt,1,237,4.73,STR-466827,Downtown,40,0.0,Bright + Clean Studio Loft in Downtown Boston!,27,f,162,32400.0,1
228.0,211,42.35392,-71.05954,Entire home/apt,1,229,4.67,STR-466823,Downtown,40,0.0,Downtown Studio | Students Welcome,26,f,156,35568.0,1
290.0,211,42.35427,-71.05991,Entire home/apt,1,228,4.72,STR-466826,Downtown,40,0.0,Prime Location | Beacon Hill & Financial District,19,f,114,33060.0,1
279.0,208,42.35519,-71.05994,Entire home/apt,1,243,4.71,STR-466824,Downtown,40,1.0,Downtown Loft | Walk Anywhere | Ideal for Nurses!,22,f,132,36828.0,1
429.0,249,42.35397,-71.05798,Entire home/apt,1,216,4.7,STR-466798,Downtown,40,2.0,Luxury at a Discount!!  2br/2ba | 200mbps Internet,49,f,255,109395.0,1
190.0,183,42.35569,-71.06002,Entire home/apt,1,221,4.58,STR-466819,Downtown,40,1.0,Downtown Luxury Studio | Pets Welcome | WD in Bldg,23,f,138,26220.0,1
195.0,16,42.34406280517578,-71.06999969482422,Entire home/apt,29,304,5.0,none,South End,2,1.0,Modern Smart 1Bdr Private Entry Historic South End,5,t,255,49725.0,0
402.0,43,42.33437,-71.05208,Entire home/apt,2,116,4.98,STR-461650,South Boston,1,2.0,Sunny Southie Modern 2 Bedroom with Deck,20,t,120,48240.0,1
205.0,185,42.35451,-71.0579,Entire home/apt,1,181,4.64,STR-466799,Downtown,40,1.0,Bright & Bold Loft | Fast Wifi | Downtown Boston,20,f,120,24600.0,1
215.0,237,42.35397,-71.05805,Entire home/apt,1,206,4.65,STR-466811,Downtown,40,1.0,Downtown Boston | Nurses Welcome | W/D in bldg,34,f,204,43860.0,1
220.0,210,42.35426,-71.0598,Entire home/apt,1,228,4.6,STR-466817,Downtown,40,0.0,Beautiful Studio | Close to Everything | Fast Wifi,36,f,216,47520.0,1
251.0,124,42.34742,-71.09253,Entire home/apt,1,309,4.69,STR-438668,Fenway,59,1.0,Classic furnished 1BR in Fenway in Brownstone Bldg,36,f,216,54216.0,1
97.0,167,42.32987,-71.08982,Entire home/apt,29,232,4.87,STR-546302,Roxbury,1,1.0,Cozy home away from home in historic Boston,1,f,58,5626.0,1
281.0,220,42.35387599921967,-71.05848406519874,Entire home/apt,1,228,4.68,STR-466818,Downtown,40,1.0,Simple 1br |  Financial District | Keyless Entry,32,f,192,53952.0,1
212.0,215,42.35533,-71.05769,Entire home/apt,1,278,4.55,STR-466812,Downtown,40,0.0,"Downtown Central Studio w Fast WIFI, Keyless Entry",37,f,222,47064.0,1
486.0,86,42.30043,-71.06091,Entire home/apt,29,65,4.9,STR-463794,Dorchester,4,4.0,Top level great views mins to MBTA!,0,t,0,0.0,1
251.0,1,42.35066,-71.07739,Entire home/apt,32,189,4.0,none,Back Bay,343,0.0,"Blueground | Back Bay, roofdeck, nr commons",0,f,0,0.0,0
89.0,9,42.35638,-71.07139,Private room,29,52,4.78,Exempt: This listing is a unit used for furnished institutional or business stays,Beacon Hill,2,1.0,Cosy Room in Back Bay and Beacon Hill (MGH/Tufts),2,t,116,10324.0,1
210.0,168,42.38347,-71.01653,Entire home/apt,2,45,4.89,STR-447421,East Boston,1,2.0,Luxury Condo in Boston w/ backyard & parking,59,t,255,53550.0,1
74.0,83,42.33716,-71.03812,Entire home/apt,29,53,4.78,STR-399339,South Boston,3,0.0,Mins to Seaport/Downtown. Pvt bath & Entrance,0,t,0,0.0,1
397.0,191,42.37877,-71.0311,Entire home/apt,2,250,4.98,STR-490291,East Boston,1,4.0,Boston Best with Parking - GREAT reviews,31,f,186,73842.0,1
140.0,303,42.28626,-71.04232,Entire home/apt,1,26,4.91,STR-519685,Dorchester,3,1.0,Swanky unit Convenient to Downtown nr Restaurants,54,t,255,35700.0,1
209.0,227,42.35593,-71.05837,Entire home/apt,1,235,4.74,STR-466821,Downtown,40,0.0,Center of Boston Studio Pet Friendly | Laundry,40,f,240,50160.0,1
51.0,5,42.26396,-71.10395,Private room,1,175,4.2,STR-551772,Hyde Park,2,1.0,Bedroom with 2 Full Size Beds,0,f,0,0.0,1
103.0,11,42.32923,-71.09184,Entire home/apt,32,141,4.73,none,Roxbury,57,1.0,Furnished Studio by Thatch™ | Highland Ave,3,f,192,19776.0,0
290.0,214,42.29916,-71.08675,Entire home/apt,2,219,4.95,STR-443355,Roxbury,1,4.0,Modern/Luxury | Steps from Zoo & Golf Course,34,t,204,59160.0,1
245.0,83,42.36319,-71.05127,Entire home/apt,29,250,4.89,STR-441416,North End,18,1.0,North End 1 BR Gem in Little Italy,0,t,0,0.0,1
525.0,293,42.34882420341916,-71.09481479655527,Entire home/apt,1,294,4.74,STR-438670,Fenway,59,2.0,"Luxury 2 Bed, 2Bath apartment in Back Bay/Fenway!",43,f,255,133875.0,1
422.0,234,42.35727,-71.0551,Entire home/apt,2,323,4.65,STR-424139,Downtown,59,2.0,Fully Furnished 2br/2ba Loft in Downtown Boston,44,f,255,107610.0,1
